rounded_datetime,J [mm/h],Cin [-],C_flux_in,C_in_conserved,ET [mm/h],Q [mm/h],wi [-],measC_Q
2017-03-28 00:00:00,0.0,-27.0,0.0,,0.05199636770907412,0.3481455207053573,0.05043678918740728,
2017-03-28 04:00:00,0.0,-27.0,0.0,,0.08687362217992327,0.3417363057816966,0.049508268776440864,
2017-03-28 08:00:00,0.0,-27.0,0.0,,0.08687362217992327,0.33468237693080377,0.04848634690401626,
2017-03-28 12:00:00,0.045675000000000014,-27.0,-1.2332250000000002,-27.0,0.08687362217992327,0.3310037151107145,0.047953409153343216,
2017-03-28 16:00:00,0.0,-27.0,0.0,,0.08687362217992327,0.3186783017959822,0.046167792978407764,
2017-03-28 20:00:00,0.0,-27.0,0.0,,0.08687362217992327,0.3111313564125001,0.04507444645898576,
2017-03-29 00:00:00,0.0,-27.0,0.0,,0.08687362217992327,0.3088558954928573,0.044744794242074615,
2017-03-29 04:00:00,0.0,-27.0,0.0,,0.08010640258423808,0.3047600658375001,0.044151420251634516,
2017-03-29 08:00:00,0.0,-27.0,0.0,,0.08010640258423808,0.2986163213544645,0.0432613592659744,
2017-03-29 12:00:00,0.0,-27.0,0.0,,0.08010640258423808,0.2926621986147323,0.0423987692983902,
2017-03-29 16:00:00,0.0,-27.0,0.0,,0.08010640258423808,0.28033678530000017,0.04061315312345476,
2017-03-29 20:00:00,0.09135,-27.0,-2.4664500000000005,-27.0,0.08010640258423808,0.27305531035714303,0.03955826602933904,
2017-03-30 00:00:00,0.8221499999999999,-27.0,-22.19805,-27.000000000000004,0.08010640258423808,0.27252436947589304,0.03948134717872645,
2017-03-30 04:00:00,0.593775,-27.0,-16.031925,-27.0,0.06332727510718271,0.27699944261785725,0.04012966320531838,
2017-03-30 08:00:00,0.0,-27.0,0.0,,0.06332727510718271,0.27464813300089297,0.03978902258117685,
2017-03-30 12:00:00,0.0,-27.0,0.0,,0.06332727510718271,0.2638776179812501,0.03822866875446403,
2017-03-30 16:00:00,0.0,-27.0,0.0,,0.06332727510718271,0.2558755804138394,0.037069391791659786,
2017-03-30 20:00:00,0.0,-27.0,0.0,,0.06332727510718271,0.2499973063714287,0.03621779023130597,
2017-03-31 00:00:00,0.0,-27.0,0.0,,0.06332727510718271,0.2489733489575894,0.03606944673369595,
2017-03-31 04:00:00,0.0,-27.0,0.0,,0.09135699770532646,0.2459394010647323,0.03562991044448107,
2017-03-31 08:00:00,0.0,-27.0,0.0,,0.09135699770532646,0.2413126305281251,0.034959617603428375,
2017-03-31 12:00:00,0.0,-27.0,0.0,,0.09135699770532646,0.23547228083437516,0.034113510246689745,
2017-03-31 16:00:00,0.0,-27.0,0.0,,0.09135699770532646,0.22784948675357156,0.03300917532003736,
2017-03-31 20:00:00,0.0,-27.0,0.0,,0.09135699770532646,0.2252706310446429,0.0326355694742047,
2017-04-01 00:00:00,0.0,-27.0,0.0,,0.09135699770532646,0.22174366661919648,0.032124608537992407,
2017-04-01 04:00:00,0.0,-27.0,0.0,,0.11637134245820012,0.2199232978834822,0.031860886764463484,
2017-04-01 08:00:00,0.0,-27.0,0.0,,0.11637134245820012,0.2158274682281251,0.031267512774023405,
2017-04-01 12:00:00,0.0,-27.0,0.0,,0.11637134245820012,0.21063183246160727,0.030514806878742924,
2017-04-01 16:00:00,0.0,-27.0,0.0,,0.11637134245820012,0.20460186102455366,0.02964122850392835,
2017-04-01 20:00:00,0.0,-27.0,0.0,,0.11637134245820012,0.19955792265267866,0.02891049942310862,
2017-04-02 00:00:00,0.0,-27.0,0.0,,0.11637134245820012,0.1983064191468751,0.028729190703807483,
2017-04-02 04:00:00,0.0,-27.0,0.0,,0.10549511140715348,0.19682736954910726,0.028514916762815232,
2017-04-02 08:00:00,0.0,-27.0,0.0,,0.10549511140715348,0.1945898329781251,0.02819075874951925,
